SL_Code,Target_HEX,Mixed_HEX,Delta_E,S1,S8,S2,S4,S5,S19,S7,S9,S10,S11,S12,S14,S15
SL1188,#786870,#CAAFBC,28.53,15,0,0,0,0,0,0,0,4,0,0,0,1
SL1189,#786058,#E5B7A8,35.99,15,0,0,0,0,0,0,0,0,0,0,0,5
SL1190,#706060,#D7BCBD,36.43,16,0,0,0,0,0,0,0,2,0,0,0,2
SL1191,#806058,#E6AD9D,33.29,14,0,0,0,0,0,0,0,0,0,0,0,6
SL1192,#685050,#D9A9A7,37.74,14,0,0,0,0,0,0,0,2,0,0,0,4
SL1193,#706058,#E4C6B4,40.24,16,0,0,0,0,0,0,0,0,0,0,1,3
SL1194,#705860,#C59AAB,28.8,13,0,0,0,0,0,0,0,5,0,0,0,2
SL1195,#605058,#C5A3B6,35.3,14,0,0,0,0,0,0,0,5,0,0,0,1
SL1196,#605050,#D8B3B2,40.8,15,0,0,0,0,0,0,0,2,0,0,0,3
SL1197,#504858,#B09CC0,36.77,11,0,8,0,0,0,0,0,0,1,0,0,0
SL1198,#585058,#CEBCCF,43.46,15,0,4,0,0,0,0,1,0,0,0,0,0
SL1199,#404048,#9B9BB0,37.67,11,0,6,0,0,0,0,0,0,4,0,0,0
SL1200,#484048,#CDBACE,49.73,14,0,4,0,0,0,0,1,0,0,0,0,0
